"topic","factor","CreationDate","mean","low","high"
"people_work_make","exec_mana","7/30/2003",0.119631,0.110147,0.129693
"people_work_make","exec_mana","7/31/2003",0.130692,0.11791,0.144126
"people_work_make","exec_mana","8/1/2003",0.117466,0.103256,0.132326
"people_work_make","other","10/26/2004",0.089002,0.085064,0.092609
"people_work_make","other","10/27/2004",0.085967,0.083498,0.088203
"people_work_make","other","10/28/2004",0.082977,0.080089,0.085648
"people_work_make","other","7/29/2003",0.12746,0.11959,0.135634
"people_work_make","other","7/30/2003",0.140065,0.133361,0.146397
"people_work_make","other","7/31/2003",0.137151,0.128941,0.145279
"people_work_make","other","8/1/2003",0.144707,0.135035,0.154348
"product_development_software","exec_mana","10/26/2004",0.020929,0.018441,0.023555
"product_development_software","exec_mana","10/27/2004",0.017361,0.01582,0.019105
"product_development_software","exec_mana","10/28/2004",0.016452,0.014767,0.018294
"product_development_software","exec_mana","7/29/2003",0.011605,0.008595,0.01553
"product_development_software","exec_mana","7/30/2003",0.009701,0.007843,0.011906
"product_development_software","exec_mana","7/31/2003",0.009171,0.007671,0.010886
"product_development_software","exec_mana","8/1/2003",0.010111,0.008013,0.012663
"product_development_software","other","10/26/2004",0.029055,0.026365,0.031724
"product_development_software","other","10/27/2004",0.026775,0.025216,0.028467
"product_development_software","other","10/28/2004",0.025111,0.023378,0.02689
"product_development_software","other","7/29/2003",0.012844,0.011106,0.014597
"product_development_software","other","7/30/2003",0.011947,0.010658,0.013344
"product_development_software","other","7/31/2003",0.012131,0.010683,0.013619
"product_development_software","other","8/1/2003",0.010848,0.009318,0.012569
