"topic","factor","CreationDate","mean","low","high"
"people_work_make","executive_manager","7/30/2003",0.119631,0.109706,0.130957
"people_work_make","executive_manager","7/31/2003",0.130692,0.118478,0.143024
"people_work_make","executive_manager","8/1/2003",0.117466,0.103082,0.133101
"people_work_make","other","10/26/2004",0.089002,0.085095,0.092868
"people_work_make","other","10/27/2004",0.085967,0.08369,0.088468
"people_work_make","other","10/28/2004",0.082977,0.080325,0.085603
"people_work_make","other","7/29/2003",0.12746,0.119712,0.135386
"people_work_make","other","7/30/2003",0.140065,0.133499,0.146288
"people_work_make","other","7/31/2003",0.137151,0.128784,0.14477
"people_work_make","other","8/1/2003",0.144707,0.135142,0.154446
"product_development_software","executive_manager","10/26/2004",0.020929,0.018231,0.023728
"product_development_software","executive_manager","10/27/2004",0.017361,0.015741,0.018998
"product_development_software","executive_manager","10/28/2004",0.016452,0.014824,0.018215
"product_development_software","executive_manager","7/29/2003",0.011605,0.008704,0.015269
"product_development_software","executive_manager","7/30/2003",0.009701,0.007925,0.011762
"product_development_software","executive_manager","7/31/2003",0.009171,0.0077,0.011024
"product_development_software","executive_manager","8/1/2003",0.010111,0.008014,0.012722
"product_development_software","other","10/26/2004",0.029055,0.026542,0.031978
"product_development_software","other","10/27/2004",0.026775,0.025229,0.028352
"product_development_software","other","10/28/2004",0.025111,0.023395,0.02698
"product_development_software","other","7/29/2003",0.012844,0.011098,0.014567
"product_development_software","other","7/30/2003",0.011947,0.010592,0.013285
"product_development_software","other","7/31/2003",0.012131,0.010614,0.013892
"product_development_software","other","8/1/2003",0.010848,0.009294,0.012534
