"HUMAN RESOURCES"	"Corporate HR, IBM Learning, America's: Business Management & Controls"
"REAL ESTATE"	"Software Sales Representative for Business Partners"
"FINANCE"	"IBM WebSphere Everyplace Access - Design and Integration"
"SYS GROUP MFG"	"Customer Fulfillment Software Executive"
"TG STAFF"	"Program Manager - Foundry Products"
"STRATEGIC OUTSOURCING"	"Director, IT Services Strategy and Development"
"STRATEGIC OUTSOURCING"	"Global Offering Executive, Managed Services"
"SYS GROUP MFG"	"Manager IPD Engineering Information Management"
"STRATEGIC OUTSOURCING"	"ITS PARTS PLANNING FIN CO"
"TG STAFF"	"Device Application and Circuit Design"
"17"	"eBSD - Atlantic"
"2"	"Market Intelligence Specialist"
"REAL ESTATE"	"Sales Specialist"
"WW SALES"	"Corporate UT Strategy and Tools:"
"REAL ESTATE"	"Associate General Counsel, IBM Americas"
"TG STAFF"	"E&TS Project Manager"
"SG&A"	"Replication Software Development"
"0"	"WBIMB GUI Testing"
"REAL ESTATE"	"Bus. Unit Exec.-Developer Strategic Alliances"
"WW SALES"	"WW SS&E Web, Tools, Metrics, & Security Manager"
"PUBLIC SECTOR"	"ADV PROJ MGR (NON-CERT)"
"HUMAN RESOURCES"	"Organizational Leadership Consultant"
"WW SALES"	"Program Dir., Customer Innovation Team, Emerging Technologies"
"0"	"Manager-ITS Smart Centre"
"PUBLIC SECTOR"	"Software Architect/Developer"
"STRATEGIC OUTSOURCING"	"Marketing Manager - Small and Medium Business, IBM Global Services"
"REAL ESTATE"	"Consulting IT Specialist (certified)"
"SOFTWARE GROUP"	"Development Manager, Globalization"
"TG STAFF"	"PDS Release Co-ordinator"
"PUBLIC SECTOR"	"Partner"
"WW SALES"	"Autonomic Computing, Technology Team"
"NONE"	"Accepted Principal ESMT"
"CHIEF FINANCIAL OFFICER"	"Assistant to John Soyring VP IBM Software Services & Support"
"WW SALES"	"Engagement Manager - Software Services for Websphere"
"WW SALES"	"Sr. Technical Editor (Adv. Information Developer)"
"STRATEGIC OUTSOURCING"	"ITS Networking"
"PROCUREMENT"	"Strategic Sourcing-Acquisition Integration/MarCom"
"6"	"VP,AIM,SWG AP"
"0"	"Staff Application Programmer"
"REAL ESTATE"	"Manager, South East US Business Partner Sales for IBM Software"
"WW SALES"	"Education Specialist"
"SG&A"	"Director, North America Customer Fulfillment -hdw/sw and IBM Canada - CSO"
"SOFTWARE GROUP"	"WebSphere Everyplace Subscription Manager Development"
"REAL ESTATE"	"Americas SW Channels Technical Sales Exec"
"REAL ESTATE"	"Managing Director, Sales and Solutions"
"REAL ESTATE"	"Vice President - SMB Latin America"
"TG STAFF"	"DE-Engineering & Technology Services"
"SG&A"	"Bringup"
"REAL ESTATE"	"Client Unit Executive St. Louis Public & Industrial"
"REAL ESTATE"	"Territory Solutions and Services Leader - Chesapeake North - MD/DC/No. VA"
"PUBLIC SECTOR"	"Product Manager, DB2 Planning Team"
"2"	"ADVISORY SOFTWARE ENGINEER"
"2"	"Consultant"
"STRATEGIC OUTSOURCING"	"Consulting Architect"
"REAL ESTATE"	"Public Sector Attorney"
"2"	"Engagement Manager - ISG"
"IS"	"IT Architect, Technical Solution Architect"
"SOFTWARE GROUP"	"Director, WebSphere Portal"
"NONE"	"Director Integrated Technology Services (ITS) Sweden"
"TG STAFF"	"Sr. Human Resource Partner"
"STRATEGIC OUTSOURCING"	"Sr. Client Solution Executive, IBM Business Continuity and Recovery Services"
"0"	"ASSOCIATE PROJECT MANAGER"
"PROCUREMENT"	"US Sourcing Manager  Integrated Sourcing Solutions -  Technology Products"
"WW SALES"	"Program Director - Enterprise Networking Solutions"
"PUBLIC SECTOR"	"Project Manager"
"SOFTWARE GROUP"	"Program Director, Development, Lotus Workplace"
"WW SALES"	"WebSphere Application Server / 390"
"2"	"Capacity Planner"
"2"	"IT Architect"
"2"	"Customer Fulfillment Manager, IBM ME"
"REAL ESTATE"	"Client Executive- Morgan Stanley IIG"
"TG STAFF"	"Program Director, WW STG Customer Benchmarking Centers"
"PUBLIC SECTOR"	"Universal Server Farm Management for On Demand Test Services"
"PUBLIC SECTOR"	"Associate Partner, AD Central"
"0"	"Staff Software Engineer"
"TG STAFF"	"Vice President, Industry Solutions and Proof of Concept Centers"
"SG&A"	"Mail to: dvhltc@us.ibm.com"
"2"	"IBM Israel Webmaster, Internal Communications"
"0"	"IT Specialist - EAI and MiddleWare"
"STRATEGIC OUTSOURCING"	"BRCS National Practice Executive"
"PUBLIC SECTOR"	"Vice President and Global Relationship Partner"
"STRATEGIC OUTSOURCING"	"Quality Assurance Rep,"
"WW SALES"	"Program Director, Center for Communications Solutions"
"STRATEGIC OUTSOURCING"	"Worldwide Collateral Lead - Marketing Communications"
"SOFTWARE SALES"	"Program Manager, IBM Small and Medium Business Advantage Initiative"
"STRATEGIC OUTSOURCING"	"Director, IBM Global Account - Business Operations"
"REAL ESTATE"	"Managing Director, Ford Motor Company"
"SALES & DISTRIBUTION"	"Senior Writer, BCS Communications"
"PUBLIC SECTOR"	"Sr Project Manager - DPE Account Team"
"SG&A"	"IOCP Development"
"2"	"ITS Smartcentre Manager"
"SOFTWARE GROUP"	"CAREER TECH CUST SUPPT PROF"
"REAL ESTATE"	"Marketing Representative"
"WW SALES"	"distinguished engineer, cto business integration"
"SOFTWARE SALES"	"Director of Marketing, Global SMB Programs and Channel Enablement"
"CHIEF FINANCIAL OFFICER"	"Asst. to Harry Nicol, VP, Direct Business Transformation,  Steve Manganaro, Director, ISC Bus. Controls"
"HUMAN RESOURCES"	"Vice President, Corporate Communications"
"TG STAFF"	"Program Manager / Applications Engineering - - - - High Speed and RF Applications Development"
"REAL ESTATE"	"Central SMB Operations"
"SG&A"	"Human Resource Partner"
"WW SALES"	"Manager, WebSphere z/OS"
"HUMAN RESOURCES"	"Sales Competencies/Sales Coaching"
"REAL ESTATE"	"Technical Sales Specialist-eServer, zSeries-Linux,WebSphere-Eastern Region"
"2"	"RM&D Manager"
"2"	"General Manager, IBM Global Services, EMEA"
"2"	"Competitive Intelligence"
"2"	"Japan Techline:  Manager, pSeries and TotalStorage"
"2"	"Sr. Busuness Area manager of CRM,Marketing,S&D"
"HUMAN RESOURCES"	"Programmer Analyst / APEX Team"
"TG STAFF"	"zSeries Content Manager for Security & Virtualization"
"FINANCE"	"Manager Systems/Plaforms Solutions Test"
"REAL ESTATE"	"Advisory Sales Operations Specialist"
"HX"	"Linux Systems Support"
"0"	"Application Programmer, Function Point Specialist"
"REAL ESTATE"	"Certified Senior IT Architect - S&D Financial Services"
"SYS GROUP MFG"	"Data Enabler for BT-05, CB and US Archive Orders, SDF EMEA Sales Manual Support, UAT lead"
"2"	"Direct Marketing Specialist"
"REAL ESTATE"	"CLIENT REPRESENTATIVE"
"SALES & DISTRIBUTION"	"BCS/BTO Global Finance"
"NONE"	"Operations Center"
"HUMAN RESOURCES"	"Enterprise Wide Technical Learning Initiatives, Program Manager"
"SG&A"	"Vice President, HW Program Management"
"17"	"netCallCentre Technical Delivery Lead and CTI knowledge resource"
"WW SALES"	"DB2 developer for DBET (BATEMAN at STLVM14)"
"PUBLIC SECTOR"	"Distributed Software Optmization Program Manager"
"PUBLIC SECTOR"	"eESM NA Steady State Manager"
"GS"	"Contracts & Negotiations, Business Offering Developer, Business Partners Central Region EMEA"
"WW SALES"	"DB2 z/OS and OS/390 SERVICES SPECIALIST"
"RESEARCH"	"Vice President, Research Communications"
"PUBLIC SECTOR"	"Lucent Account Data Analyst"
"PUBLIC SECTOR"	"Business Area Manager"
"FN"	"Senior I/T Specialist,"
"SALES & DISTRIBUTION"	"Director - Global Business Transformation Outsourcing Delivery"
"2"	"zSeries Software Sales Specialist"
"RESEARCH"	"Network System Mgt. and Monitoring, Special Projects, Linux"
"WW SALES"	"ITIM Development"
"SOFTWARE GROUP"	"Manager, WebSphere Portal Development (Admin Portlet & Security/Integration)"
"HUMAN RESOURCES"	"Director, Organization Leadership Consulting"
"2"	"SPC Support Specialist"
"PUBLIC SECTOR"	"New York Life Account - PMP, Delivery Manager"
"WW SALES"	"Manager, Build,"
"PUBLIC SECTOR"	"Proposal Writer"
"PUBLIC SECTOR"	"Manager, ERS"
"IS"	"Client Unit Manager, Financial Services Sector  - Italy North/West"
"HUMAN RESOURCES"	"HR Leader, Corporate Strategy, Corporate Communications"
"TG STAFF"	"General Manager, eServer zSeries"
"RESEARCH"	"IBM Research -Sales Enablement/Education Program Manager"
"NONE"	"EC Analyzer - Hardware"
"REAL ESTATE"	"Client Executive, Washington Mutual Integrated Account Team"
"WW SALES"	"Sr. Project Manager - Software Services Websphere"
"FINANCE"	"Program Director, Pervasive Computing Division Business Development"
"PUBLIC SECTOR"	"<Lucent> AMS Project Office Lucent Technologies - Audits and Control"
"TG STAFF"	"Sr. Site Human Resources Partner"
"NONE"	"BCS BTO Delivery Manager"
"TA"	"IT Education Services RODM+RSM - DB2 Data Management, Projektmanagement & Business Skills"
"RESEARCH"	"GCC and Open Source Technology"
"RESEARCH"	"Program Manager, Low-k CVD BEOL"
"HUMAN RESOURCES"	"Financial Systems Consulting"
"SW"	"IT Specialist, Data Management"
"IS"	"Consulting IT Specialist"
"PUBLIC SECTOR"	"Intergration Specialist - Internal and Commercial Web Tools"
"STRATEGIC OUTSOURCING"	"Business Transformation Executive"
"NONE"	"Manager of Workforce Diversity EMEA"
"2"	"Sales Assistant Brand Z/SWG"
"PUBLIC SECTOR"	"Consultant"
"17"	"Professional Development Manager"
"64"	"Manager, SW Renewal Team, Central Region US"
"6"	"iSeries Application Development    WebFacing"
"SOFTWARE GROUP"	"Lotus Software Technician, Accredited IT Specialist"
"PROCUREMENT"	"Global Sourcing Manager - Technical Services"
"WW SALES"	"Icing Software Business Executive"
"WW SALES"	"Manager - Public Sector Industry Solution Development"
"SYS GROUP MFG"	"SDF WW Architecture & e-Business"
"PUBLIC SECTOR"	"Server Services Manager"
"PUBLIC SECTOR"	"MVS Support - Lexington, KY"
"NONE"	"Senior Consultant"
"SOFTWARE GROUP"	"Software Engineer"
"RETAIL STORE SOLS DIV"	"Director of Development, Retail Store Solutions"
"TG STAFF"	"Director, Development Lab Services, Systems Group"
"2"	"Director AP Stg Mkting &"
"PUBLIC SECTOR"	"PeopleSoft Enterprise One (JDEdwards) Consultant"
"WW SALES"	"Debug Tool and SLD Development Manager"
"PUBLIC SECTOR"	"DEPARTMENT MANAGER"
"PUBLIC SECTOR"	"Manager -  AMS SE&A  Telecommunications  Practice"
"WW SALES"	"Application Security & Data Privacy Compliance Analyst"
"SYS GROUP MFG"	"PCCI WBI Workflow Project Lead"
"PUBLIC SECTOR"	"Level 3 Network/Firewall"
"2"	"A/NZ Sourcing Buyer - MA"
"NONE"	"Innovation Leader"
"NONE"	"ibm.com Manager - SMB A&A LDR team"
"SOFTWARE GROUP"	"BUE, WW Lotus Notes/Domino Sales"
"STRATEGIC OUTSOURCING"	"ITS Distribution Sector Sr. Sales Specialist"
"HUMAN RESOURCES"	"On Demand Business Transformation"
"WW SALES"	"IBM jStart Program -- Engagement Leader"
"PUBLIC SECTOR"	"ADVISORY I/T SPECIALIST"
"HUMAN RESOURCES"	"Director, Governmental Programs"
"WW SALES"	"Information Developer"
"REAL ESTATE"	"Client Dir. - Wachovia"
"STRATEGIC OUTSOURCING"	"IBM Spain & Portugal, Governmental Programs Executive. Director de Relaciones Institucionales"
"2"	"Employee and executive communications - intranet"
"FINANCE"	"Sr. IT Specialist, Xerox Transforms, AIX Printing, RFPs"
"NONE"	"Senior Territory Rep., SMB Suisse romande"
"HUMAN RESOURCES"	"IBM Advocate Program Manager"
"REAL ESTATE"	"Z Series Special Bids Americas"
"WW SALES"	"U2 System Builder Engineer (ATS)"
"TG STAFF"	"Foundry Services & Solutions, Program Manager"
"WW SALES"	"Content Manager Server Support"
"STRATEGIC OUTSOURCING"	"Systems Service Representative - Specialist"
"PUBLIC SECTOR"	"I/T specialist"
"PROCUREMENT"	"PROCUREMENT ENGINEERING"
"SG&A"	"Systems Storage User Assistance"
"SOFTWARE SALES"	"WW Communications Sector F&P"
"WW SALES"	"Manager, Worldwide Database Competitive Sales, IBM Software Group"
"FN"	"e-Enablement Services"
"SALES & DISTRIBUTION"	"Internal and Executive Communications, BTO"
"EL"	"zSeries Microcode Development"
"WW SALES"	"Director, WW BI Solutions Strategy and Architecture"
"STRATEGIC OUTSOURCING"	"Global Product Support Executive,  Technical Support & Services"
"REAL ESTATE"	"Assistant to M. Guerinot - Delivery Mgmn't Exec & M. Rogan - Territory Dir & SLL - ROCH"
"NONE"	"CSE - CLIENT SOLUTION EXECUTIVE"
"TG STAFF"	"Package Reliability Engineering andQualification"
"RESEARCH"	"Formal Verification"
"PC DIVISION"	"Customer SVCS & Support Team Leader - PCD Spanish South America"
"PROCUREMENT"	"Card Test Strategy"
"WW SALES"	"WebSphere Development"
"2"	"West SOBI-Metrics Project Exec"
"REAL ESTATE"	"Market Intelligence Information Specialist"
"SG&A"	"Manager, Customer Solutions Test"
"HUMAN RESOURCES"	"BT/CIO Application Architecture"
"SALES & DISTRIBUTION"	"VP,Global BTO Industry Solutions"
"TG STAFF"	"Director, Engineering & Technology Services Delivery"
"2"	"VP Communications Sector EMEA"
"PC DIVISION"	"PSG WW Forecast and Consolidation Coordinator"
"SG&A"	"Software Developer - Master Inventor"
"0"	"Associate Project Manager"
"TG STAFF"	"Program Manager, Aerospace and Defense Sectors"
"PUBLIC SECTOR"	"Security Access Services/HelpNow! ID Admin Deployment and test"
"SG&A"	"eServer Performance Analysis"
"REAL ESTATE"	"Director, Cluster Unit Sales, Communications Sector"
"SOFTWARE SALES"	"Director, Offerings Portfolio & Ecosystem Initiatives"
"NONE"	"Director, Lotus Workplace Learning development"
"REAL ESTATE"	"Cluster Executive -- NC/SC"
"PUBLIC SECTOR"	"IT Specialist - Java Development"
"WW SALES"	"TXSeries/EFS/DCE Development Manager"
"WW SALES"	"Manager, DB2 UDB and BI User Technology"
"SOFTWARE GROUP"	"Sr. Development Mgr/Architect - Template Infrastructure & Forms Dev , Lotus Workplace Builder"
"IS"	"HR - Workforce Management"
"17"	"Project Manager - PMOffice Deployment Consultant"
"WW SALES"	"Communications & Metrics,  SWG WebSphere Training & Technical Enablement"
"SG&A"	"Software Engineer, Blog Central"
"SYS GROUP MFG"	"Certified Customer Fulfillment Professional - Svcs A/R - Allstate,Household Int,Metavante,Mutual of Omaha"
"NONE"	"PDM Ericsson account"
"2"	"Dir. of Exec. Resources & Dev. & Org."
"2"	"ITSCF MANAGER"
"2"	"STAFF SOFTWARE ENGINEER"
"IS"	"Client representative"
"IS"	"EMEA Integrated Marketing Manager - Systems & Technology Group"
"11"	"IBM Distinguished Engineer"
"NONE"	"IGS Nordic Compliance Advisor"
"2"	"Senior Manager"
"2"	"Process Analyst"
"2"	"Communications Manager"
"WW SALES"	"Tivoli Framework Development & L3"
"TG STAFF"	"E&TS Technology Solutions"
"2"	"GM North & West Africa"
"PUBLIC SECTOR"	"Instructional Designer"
"REAL ESTATE"	"Assistant to P. Preztunik & Staff, M. Collins, B. Grundwerg, A. Baller , R. Khaliq, M. Murphy"
"SOFTWARE GROUP"	"IBM MANAGER"
"2"	"Director, Integrated Mar"
"SOFTWARE SALES"	"GM, Global ISV Solution Sales"
"WW SALES"	"Omegamon XE zOS and Sysplex"
"HUMAN RESOURCES"	"Industrial Hygienist"
"PUBLIC SECTOR"	"BCS SCOS Manufacturing Consultant"
"PUBLIC SECTOR"	"Global Operations Executive - Ericsson Account, Stockholm, Sweden"
"WW SALES"	"Internal & Executive Communications Advisor"
"2"	"IT Architect"
"SOFTWARE GROUP"	"SR EDUCATION SPECIALIST"
"PUBLIC SECTOR"	"Security & Privacy Consultant"
"SEC F&S OPS"	"Program Manager"
"REAL ESTATE"	"IT SPECIALIST S.O."
"REAL ESTATE"	"Americas Business Transformation - Data Ownership & Operations, Americas SPOC"
"PUBLIC SECTOR"	"Desktop Project Lead @ American Express"
"HUMAN RESOURCES"	"Compensation Systems - Business Analyst & Project Manager"
"TG STAFF"	"Sr. Manager - WW S/C Business Operations"
"FN"	"IT Specialist, Unix System Administrator"
"REAL ESTATE"	"Professional Development Manager - Global Services Inside Sales, ibm.com Americas"
"NONE"	"IT/Specialist Advisory"
"11"	"BCS Operations Process Compliance"
"11"	"FMS Consultant"
"PUBLIC SECTOR"	"Asset & Configuration Management - I/T Architect"
"2"	"Business Operations Mana"
"CHIEF FINANCIAL OFFICER"	"Reliability Engineer"
"2"	"Client Executive"
"2"	"COMMUNICATIONS PROFESSIONAL"
"NONE"	"EMEA CF Madrid Competency Center CMR & ESW Manager"
"SEC F&S OPS"	"Team Leader (IGF West Territory Area 10)"
"STRATEGIC OUTSOURCING"	"Global Services Operations Manager, IBM Global Account"
"6"	"TOBEY Compiler, MASS Library, Mathematical Computing"
"SOFTWARE SALES"	"Manager Interactive Marketing Strategy/Information Architect"
"PC DIVISION"	"Program Manager, ThinkVantage Technologies ISV & Sector Strategy"
"SG&A"	"Project Manager eServer Hardware Systems Management"
"EL"	"Manager SAP DB2 UDB Development / Porting Center"
"NONE"	"HR Manager, IBM Hungary & ISC Hungaria Informatika Ltd"
"2"	"Director Open Infrastructure Offerings EMEA"
"NONE"	"Sales Support Manager (PCD Netherlands)"
"SYS GROUP MFG"	"Manager, Integrated Demand/Supply Transformation"
"IS"	"xSP Business Development Executive"
"IS"	"EMEA Web Leader FSS & Distribution Sectors"
"HUMAN RESOURCES"	"Prog Director, Exec. Comm., Enterprise On Demand Transformation"
"NONE"	"Commercial Contract Manager"
"SYS GROUP MFG"	"Customer Operations Manager - Contracts & Pricing"
"REAL ESTATE"	"Client Representative"
"PUBLIC SECTOR"	"Technical Lead, Web Hosting, JPMC"
"TG STAFF"	"Manager, Screening & Mask BEOL Process Engineering"
"WW SALES"	"Enterprise Modernization Beta Manager"
"REAL ESTATE"	"Executive IT Architect -  Financial Services Sector Americas"
"2"	"Employee & Executive Communications Specialist"
"PUBLIC SECTOR"	"Manager, Business Offerings"
"2"	"Business Process Consultant"
"PUBLIC SECTOR"	"Consulting I/T Specialist - eBI category- EAD East, Mid-Atlantic practice"
"PUBLIC SECTOR"	"Business Area Manager - Global AMS Delivery"
"WW SALES"	"WW Tivoli Channels Enablement &Certification"
"REAL ESTATE"	"WebSphere Technical Sales - Software IT Specialist"
"TG STAFF"	"ASIC Image Development"
"SG&A"	"Tape Drive Development"
"2"	"Televcoverage Sales Rep"
"2"	"Service Delivery - Midrange SSO Manager"
"2"	"IT Specialist UNIX"
"NONE"	"Program Manager AZ Evolve SE"
"2"	"SOFTWARE ENGINEERING - MANAGER"
"REAL ESTATE"	"Proposal Coordinator"
"PROCUREMENT"	"Manager, Integrated Sourcing Solutions - Technical Services"
"2"	"Business Analyst"
"PUBLIC SECTOR"	"Project Manager - ebIS Portals, Content and  e-Commerce"
"STRATEGIC OUTSOURCING"	"Executive Deskside Support"
"2"	"PROFESSIONAL DVLP PROGRAM MANAGER"
"NONE"	"Software IT Architect"
"2"	"Business Partner Satisfaction Program manager"
"HX"	"Linux VM support and strategy"
"SOFTWARE GROUP"	"na"
"RESEARCH"	"Design Researcher"
"NONE"	"IT-Specialist 'Lotus Notes'"
"WW SALES"	"SWG Web Presence Infrastructure Architecture/Technical Controls"
"NONE"	"Certified IT Specialist"
"SYS GROUP MFG"	"Customer Operations Manager - CRR"
"PUBLIC SECTOR"	"CONNECT:Direct (NDM) technical support"
"WW SALES"	"Advisory Support Engineer - U2"
"PUBLIC SECTOR"	"Senior Project Executive, ING"
"RESEARCH"	"Smart cards, Common Criteria"
"2"	"Project Manager"
"2"	"SNR TECHNICAL SOLUTIONS MANAGER"
"RESEARCH"	"Manager Business Development"
"NONE"	"IT Architect, Financial services sector"
"NONE"	"Senior Manager, OSS Operational Development"
"NONE"	"Advisory IT Specialist, z-series operating systems and software"
"WW SALES"	"Manager - U2 Denver Development Lab Team"
"SEC F&S OPS"	"Business Unit Executive, IBM Global Financing"
"2"	"IT Specialist"
"PUBLIC SECTOR"	"IGS/NS Network Management"
"PUBLIC SECTOR"	"IT Professional"
"2"	"Nordic SWG Liaison Partner"
"SG&A"	"Software Engineer"
"PROCUREMENT"	"Senior Procurement Manager,ITS Global Parts Procurement"
"WW SALES"	"Development Team, OMEGAMON XE for Storage"
"SYS GROUP MFG"	"Cross Brand Solutions IT Architect"
"PUBLIC SECTOR"	"GSD Project Manager- Cross Competency Metric Tool"
"PUBLIC SECTOR"	"IGS México Sales and Business Line Support - ITS Business Line Manager"
"PUBLIC SECTOR"	"Business Analyst - Hitachi GST, Midland Mortgage"
"NONE"	"Communications Integrated Service Delivery NL"
"TG STAFF"	"Assistant to Pat Toole, General Manager, IBM Engineering & Technology Services, Systems&Technology Group"
"PUBLIC SECTOR"	"IBM Global Svcs.-ebusiness project/transition manager"
"STRATEGIC OUTSOURCING"	"Business Controls Focal / CSAT Analyst - Middleware Center Operations Team"
"NONE"	"DSW Disbursements Team Lead"
"HUMAN RESOURCES"	"Corporate Communications and Rock n' Roll"
"TG STAFF"	"Tactical Sales Support"
"WW SALES"	"System Test"
"PUBLIC SECTOR"	"Portals, Content Management, and eBusiness"
"IS"	"AMS - Senior Project Manager"
"SG&A"	"Technical Resolution Manager: DASD crit sits/complaints"
"NONE"	"EMEA BCS Learning & Knowledge, EMEA Knowledge Management and Community Lead"
"2"	"Workforce Management IGS West"
"SOFTWARE GROUP"	"Portal Customer Support, Manager"
"RESEARCH"	"Solutions Manager, Worldwide Accessibility Center"
"IS"	"IBM Global Services - Strategy and Marketing Executive"
"2"	"Tech Sales Mgr and Global SI"
"REAL ESTATE"	"eServer Xseries Sales Specialist"
"HUMAN RESOURCES"	"Organization Leadership Consultant"
"SYS GROUP MFG"	"Senior State Executive for NC"
"TG STAFF"	"Director, WW Contracts & Business Practices, Technology, IBM Systems & Technology Group"
"PUBLIC SECTOR"	"Portals, Content, and e-Commerce (PCE) Consulting"
"STRATEGIC OUTSOURCING"	"eSAT Consultant"
"WW SALES"	"IT Architect - GeT Web Solutions"
"2"	"SENIOR TERRITORY MANAGER"
"WW SALES"	"Business Performance Management Architecture, SWG"
"WW SALES"	"Director SWG Technical Support Services, IBM Account"
"2"	"ADVISORY I/T SPECIALIST"
"PUBLIC SECTOR"	"IT Architect"
"STRATEGIC OUTSOURCING"	"Communications, SMB and e-business Hosting Services, IBM Global Services"
"WW SALES"	"OS/390 Object Technology Dev/Test"
"17"	"IT Specialist"
"HUMAN RESOURCES"	"Assistant Controller, Brand Financial Planning & Pricing"
"WW SALES"	"Lotus Notes database design and support"
"WW SALES"	"WebSphere Business Integration - Software Engineer"
"34"	"SENIORCLIENT REP FINANCIA"
"GS"	"S&D IW SAP"
"2"	"Client Unit Executive - Retail Paris"
"NONE"	"HR Partner IBM Global Services"
"SYS GROUP MFG"	"CSC Accountant / Vendors GR-IR"
"SYS GROUP MFG"	"IT Specialist"
"2"	"consultant"
"2"	"Mr"
"2"	"Customer Satisfaction and Process Mgt"
"2"	"Employee"
"HUMAN RESOURCES"	"IBM Learning AmericasProject Management Instructor"
"WW SALES"	"Technical Support Account Manager"
"WW SALES"	"Regency Premier  Support & Customer Services Manager for Latin America"
"IS"	"Software Account Manager - SWG"
"IS"	"mgr of Solution technical sales, south and EMEA ondemand operating environment technical leader"
"PUBLIC SECTOR"	"Delivery Program Manager"
"SG&A"	"Senior Technical Staff Member - z/OS Core Technology Design"
"TG STAFF"	"PROPOSAL TEAM COORDINATOR"
"FN"	"Analyst, Host Automation"
"NONE"	"IT Specialist, Desk Side Support"
"PUBLIC SECTOR"	"Systems Mangement Professional"
"2"	"Program Manager DRH France"
"NONE"	"ROSA CBO Programme Manager"
"PROCUREMENT"	"Procurement Engineering"
"REAL ESTATE"	"Linux on iSeries and Power ,TCP/IP, Networking, also OS/400 -Adv Tech. Supp (ATS)-Americas"
"MS"	"HR Professional - Employee Relations, Diversity & Workforce Management"
"0"	"Application Programmer"
"2"	"SENIOR SALES SPECIALIST"
"IS"	"Client Satisfaction & Quality Manager, South"
"PUBLIC SECTOR"	"IT Specialist/AS400 Operations"
"SOFTWARE GROUP"	"VP Lotus Marketing and Partners"
"SG&A"	"Director, Squadrons Program Management"
"2"	"Security Analyst"
"RESEARCH"	"Manager Workstation & Servers, ZRL Information Services"
"SEC F&S OPS"	"Vice President,  IBM Global Finance,  Americas West"
"STRATEGIC OUTSOURCING"	"Director Sales - ITS West Distribution Sector"
"2"	"Business Operations Mana"
"REAL ESTATE"	"Manager, Sales & Financial Operations FSS"
"PUBLIC SECTOR"	"Project Manager, Storage Management SDC West, Honeywell"
"NONE"	"Software Sales Representative Aligned Accounts - Ibm.com"
"NONE"	"System Service Representative"
"SOFTWARE SALES"	"Vice President, Strategy and Marketing, Global Industrial Sector"
"11"	"Sector Services Executive, SMB"
"DEVELOPER RELATIONS"	"Program Manager WW IICBP"
"RESEARCH"	"RSM, Distillery Project; Chair, Watson Storage PIC"
"STRATEGIC OUTSOURCING"	"IT Education Services Alliances"
"REAL ESTATE"	"Siebel ISV Sales Executive - Americas"
"IS"	"Manager of TSS Delivery SW, South"
"IS"	"lawyer"
"PUBLIC SECTOR"	"Addenda Commercial Engagement Manager - ADES"
"REAL ESTATE"	"Executive IT Architect"
"RESEARCH"	"Worldwide Accessibility Center"
"STRATEGIC OUTSOURCING"	"Service Delivery Manager - Lexmark"
"PUBLIC SECTOR"	"Senior Consultant"
"PUBLIC SECTOR"	"CISC Server Support"
"HUMAN RESOURCES"	"CORPORATE COMMUNICATIONS -Business Controls & Admin Support"
"HUMAN RESOURCES"	"VP, Corporate Strategy"
"SOFTWARE SALES"	"WW Large Enterprise Sector Sales"
"IS"	"IT Specialist"
"NONE"	"Manager of  Management Development, EMEA"
"STRATEGIC OUTSOURCING"	"Desktop Support - Cisco Account"
"PUBLIC SECTOR"	"Sr. e-bHS Global Delivery Executive (VP)"
"PUBLIC SECTOR"	"PSS IT Services Specialist RS/6000"
"SOFTWARE SALES"	"SOFTWARE ENGINEER"
"GS"	"Leader IGS Alternate Channels                                                      Business Partner Sales"
"2"	"IT Specialist"
"NONE"	"Site Management & Raised Floor Security/Safety Nos/Mac"
"IS"	"Client Executive - Generali Group"
"17"	"PDM - AIS and AMS Delivery"
"REAL ESTATE"	"Regional Counsel, Latin America"
"SYS GROUP MFG"	"WW Complaint Mgt. Reporting Measurements"
"2"	"EXECUTIVE  MANUFACTURING"
"TG STAFF"	"Sector Business Solutions"
"STRATEGIC OUTSOURCING"	"Program Manager - IT Education Services"
"WW SALES"	"IBM Software Group Integrated Marketing Communications"
"TA"	"Senior Project Manager"
"2"	"Country General Manager"
"REAL ESTATE"	"Certified Territory Services & Solutions Leader SMB NY Metro/Distribution Retail (Consolidator)"
"NONE"	"EMEA Internal Communications Consultancy Manager"
"SYS GROUP MFG"	"IT Specialist, Grid Computing"
"PUBLIC SECTOR"	"IBM Certified Project Manager"
"REAL ESTATE"	"Technical Sales Manager Federal Lotus and WebSphere Software Team"
"PUBLIC SECTOR"	"ADVISORY SW ENGINEER"
"IS"	"Global Value - Open Market N/E"
"NONE"	"Manager of HR Total Compensation & Benefits"
"IS"	"IT Specialist"
"SYS GROUP MFG"	"Montpellier Education"
"2"	"Nordic ITS ROL - Infrastructure & Systems Management Services"
"2"	"IGS Nordic Quality and Customer Satisfaction"
"2"	"Account Manager"
"SOFTWARE SALES"	"Vice President, WW Channel Enablement"
"WW SALES"	"IBM Tivoli Identity Manager Development"
"2"	"BCS Public Sector Leader, Nordic"
"17"	"IT Architect, Solution Manager"
"PROCUREMENT"	"OSC Buyer"
"2"	"Technical Solution Manager"
"2"	"Vice President Public SE"
"NONE"	"ITS Delivery Manager - Wintel Technology Services HW"
"TG STAFF"	"MMH"
